adwordscustomerid,category,adcost,adclicks,impressions,cpc,adbudget,time_idx,date,month,dayofweek,dayofyear
id_0001,Computers_Electronics_and_Technology,356.83752,86,1730,4.149273488372093,338.81452368421054,996,2021-09-23,9,3,266
id_0001,Computers_Electronics_and_Technology,278.6023,75,1649,3.7146973333333335,338.81452368421054,997,2021-09-24,9,4,267
id_0001,Computers_Electronics_and_Technology,106.94592,31,571,3.449868387096774,338.81452368421054,998,2021-09-25,9,5,268
id_0001,Computers_Electronics_and_Technology,283.59128,56,775,5.06413,338.81452368421054,999,2021-09-26,9,6,269
id_0001,Computers_Electronics_and_Technology,441.29575,103,2245,4.2844247572815535,338.81452368421054,1000,2021-09-27,9,0,270
id_0001,Computers_Electronics_and_Technology,490.49393,111,2207,4.418864234234234,338.81452368421054,1001,2021-09-28,9,1,271
id_0001,Computers_Electronics_and_Technology,367.84793,95,2038,3.872083473684211,338.81452368421054,1002,2021-09-29,9,2,272
id_0001,Computers_Electronics_and_Technology,254.23245,83,1583,3.0630415662650603,338.81452368421054,1003,2021-09-30,9,3,273
id_0001,Computers_Electronics_and_Technology,250.58325,82,1702,3.0558932926829265,373.5321651315789,1004,2021-10-01,10,4,274
id_0001,Computers_Electronics_and_Technology,77.45789,35,649,2.213082571428572,373.5321651315789,1005,2021-10-02,10,5,275
id_0001,Computers_Electronics_and_Technology,153.55911,44,918,3.4899797727272728,373.5321651315789,1006,2021-10-03,10,6,276
id_0001,Computers_Electronics_and_Technology,626.655,116,2585,5.402198275862069,373.5321651315789,1007,2021-10-04,10,0,277
id_0001,Computers_Electronics_and_Technology,557.53033,147,2582,3.792723333333333,373.5321651315789,1008,2021-10-05,10,1,278
id_0001,Computers_Electronics_and_Technology,518.73926,134,2758,3.871188507462686,373.5321651315789,1009,2021-10-06,10,2,279
id_0001,Computers_Electronics_and_Technology,483.10248,146,1977,3.308921095890411,373.5321651315789,1010,2021-10-07,10,3,280
id_0001,Computers_Electronics_and_Technology,316.8365,96,1735,3.3003802083333333,373.5321651315789,1011,2021-10-08,10,4,281
id_0001,Computers_Electronics_and_Technology,131.98225,40,702,3.29955625,373.5321651315789,1012,2021-10-09,10,5,282
id_0001,Computers_Electronics_and_Technology,282.31146,63,1011,4.481134285714286,373.5321651315789,1013,2021-10-10,10,6,283
id_0001,Computers_Electronics_and_Technology,597.3941,135,2590,4.425141481481481,373.5321651315789,1014,2021-10-11,10,0,284
id_0001,Computers_Electronics_and_Technology,548.95984,148,2412,3.709188108108108,373.5321651315789,1015,2021-10-12,10,1,285
id_0001,Computers_Electronics_and_Technology,397.1206,116,2242,3.423453448275862,373.5321651315789,1016,2021-10-13,10,2,286
id_0001,Computers_Electronics_and_Technology,473.8741,142,2287,3.3371415492957746,373.5321651315789,1017,2021-10-14,10,3,287
id_0001,Computers_Electronics_and_Technology,339.09634,93,1732,3.646197204301075,373.5321651315789,1018,2021-10-15,10,4,288
id_0001,Computers_Electronics_and_Technology,64.65345,28,685,2.309051785714286,373.5321651315789,1019,2021-10-16,10,5,289
id_0001,Computers_Electronics_and_Technology,173.02396,50,907,3.4604792,373.5321651315789,1020,2021-10-17,10,6,290
id_0001,Computers_Electronics_and_Technology,713.45013,135,2473,5.284815777777777,373.5321651315789,1021,2021-10-18,10,0,291
id_0001,Computers_Electronics_and_Technology,659.2603,143,2237,4.6102118881118885,373.5321651315789,1022,2021-10-19,10,1,292
id_0001,Computers_Electronics_and_Technology,524.7636,115,1478,4.563161739130435,373.5321651315789,1023,2021-10-20,10,2,293
id_0001,Computers_Electronics_and_Technology,477.5369,105,2103,4.547970476190476,373.5321651315789,1024,2021-10-21,10,3,294
id_0001,Computers_Electronics_and_Technology,365.08463,86,1569,4.24517011627907,373.5321651315789,1025,2021-10-22,10,4,295
id_0001,Computers_Electronics_and_Technology,76.71755,31,631,2.474759677419355,373.5321651315789,1026,2021-10-23,10,5,296
id_0001,Computers_Electronics_and_Technology,158.80429,46,822,3.4522671739130435,373.5321651315789,1027,2021-10-24,10,6,297
id_0001,Computers_Electronics_and_Technology,540.06396,88,1659,6.137090454545454,373.5321651315789,1028,2021-10-25,10,0,298
id_0001,Computers_Electronics_and_Technology,443.84253,101,1334,4.394480495049505,373.5321651315789,1029,2021-10-26,10,1,299
id_0001,Computers_Electronics_and_Technology,418.49167,81,1408,5.166563827160494,373.5321651315789,1030,2021-10-27,10,2,300
id_0001,Computers_Electronics_and_Technology,384.8546,80,1397,4.8106825,373.5321651315789,1031,2021-10-28,10,3,301
id_0001,Computers_Electronics_and_Technology,235.85995,55,1304,4.288362727272728,373.5321651315789,1032,2021-10-29,10,4,302
id_0001,Computers_Electronics_and_Technology,91.49951,30,589,3.049983666666667,373.5321651315789,1033,2021-10-30,10,5,303
id_0001,Computers_Electronics_and_Technology,272.26828,41,580,6.6406897560975615,373.5321651315789,1034,2021-10-31,10,6,304
id_0001,Computers_Electronics_and_Technology,343.67615,67,1278,5.129494776119403,465.8537967105264,1035,2021-11-01,11,0,305
id_0001,Computers_Electronics_and_Technology,514.5369,105,1843,4.900351428571428,465.8537967105264,1036,2021-11-02,11,1,306
id_0001,Computers_Electronics_and_Technology,460.96478,107,2141,4.308082056074767,465.8537967105264,1037,2021-11-03,11,2,307
id_0001,Computers_Electronics_and_Technology,443.86115,107,2293,4.148235046728972,465.8537967105264,1038,2021-11-04,11,3,308
id_0001,Computers_Electronics_and_Technology,416.65173,72,1278,5.786829583333333,465.8537967105264,1039,2021-11-05,11,4,309
id_0001,Computers_Electronics_and_Technology,75.49642,28,539,2.6963007142857145,465.8537967105264,1040,2021-11-06,11,5,310
id_0001,Computers_Electronics_and_Technology,261.4475,37,632,7.066148648648649,465.8537967105264,1041,2021-11-07,11,6,311
id_0001,Computers_Electronics_and_Technology,471.97556,63,1185,7.491675555555555,465.8537967105264,1042,2021-11-08,11,0,312
id_0001,Computers_Electronics_and_Technology,433.5614,83,1234,5.223631325301205,465.8537967105264,1043,2021-11-09,11,1,313
id_0001,Computers_Electronics_and_Technology,499.88702,91,1299,5.493263956043956,465.8537967105264,1044,2021-11-10,11,2,314
id_0001,Computers_Electronics_and_Technology,562.5194,154,1791,3.652723376623377,465.8537967105264,1045,2021-11-11,11,3,315
id_0001,Computers_Electronics_and_Technology,567.5705,90,1126,6.306338888888889,465.8537967105264,1046,2021-11-12,11,4,316
id_0001,Computers_Electronics_and_Technology,320.10858,42,426,7.621632857142858,465.8537967105264,1047,2021-11-13,11,5,317
id_0001,Computers_Electronics_and_Technology,416.29904,57,665,7.3034919298245615,465.8537967105264,1048,2021-11-14,11,6,318
id_0001,Computers_Electronics_and_Technology,583.7073,93,1584,6.2764225806451615,465.8537967105264,1049,2021-11-15,11,0,319
id_0001,Computers_Electronics_and_Technology,641.2745,97,1561,6.611077319587629,465.8537967105264,1050,2021-11-16,11,1,320
id_0001,Computers_Electronics_and_Technology,739.7766,114,1540,6.489268421052632,465.8537967105264,1051,2021-11-17,11,2,321
id_0001,Computers_Electronics_and_Technology,690.64075,110,1489,6.278552272727273,465.8537967105264,1052,2021-11-18,11,3,322
id_0001,Computers_Electronics_and_Technology,569.2677,86,1294,6.619391860465116,465.8537967105264,1053,2021-11-19,11,4,323
id_0001,Computers_Electronics_and_Technology,196.90831,39,539,5.048931025641026,465.8537967105264,1054,2021-11-20,11,5,324
id_0001,Computers_Electronics_and_Technology,216.28781,37,672,5.845616486486486,465.8537967105264,1055,2021-11-21,11,6,325
id_0001,Computers_Electronics_and_Technology,699.2085,119,1751,5.875701680672268,465.8537967105264,1056,2021-11-22,11,0,326
id_0001,Computers_Electronics_and_Technology,718.2131,124,1700,5.792041129032259,465.8537967105264,1057,2021-11-23,11,1,327
id_0001,Computers_Electronics_and_Technology,492.2389,90,1402,5.469321111111111,465.8537967105264,1058,2021-11-24,11,2,328
id_0001,Computers_Electronics_and_Technology,616.03656,107,1758,5.757351028037383,465.8537967105264,1059,2021-11-25,11,3,329
id_0001,Computers_Electronics_and_Technology,471.27676,86,1374,5.479962325581396,465.8537967105264,1060,2021-11-26,11,4,330
id_0001,Computers_Electronics_and_Technology,151.00452,22,572,6.863841818181819,465.8537967105264,1061,2021-11-27,11,5,331
id_0001,Computers_Electronics_and_Technology,267.60168,49,721,5.461258775510204,465.8537967105264,1062,2021-11-28,11,6,332
id_0001,Computers_Electronics_and_Technology,792.09827,114,1682,6.948230438596491,465.8537967105264,1063,2021-11-29,11,0,333
id_0001,Computers_Electronics_and_Technology,527.85803,135,1881,3.910059481481481,465.8537967105264,1064,2021-11-30,11,1,334
id_0001,Computers_Electronics_and_Technology,624.3962,127,1752,4.916505511811024,690.5404400328948,1065,2021-12-01,12,2,335
id_0001,Computers_Electronics_and_Technology,666.60614,124,1650,5.375855967741935,690.5404400328948,1066,2021-12-02,12,3,336
id_0001,Computers_Electronics_and_Technology,415.00952,108,1531,3.842680740740741,690.5404400328948,1067,2021-12-03,12,4,337
id_0001,Computers_Electronics_and_Technology,404.8743,57,875,7.103057894736843,690.5404400328948,1068,2021-12-04,12,5,338
id_0001,Computers_Electronics_and_Technology,794.36237,76,869,10.452136447368424,690.5404400328948,1069,2021-12-05,12,6,339
id_0001,Computers_Electronics_and_Technology,961.179,112,1552,8.581955357142856,690.5404400328948,1070,2021-12-06,12,0,340
id_0001,Computers_Electronics_and_Technology,925.6949,119,2158,7.778948739495798,690.5404400328948,1071,2021-12-07,12,1,341
id_0001,Computers_Electronics_and_Technology,1387.1271,170,2368,8.159571176470587,690.5404400328948,1072,2021-12-08,12,2,342
id_0001,Computers_Electronics_and_Technology,1127.421,172,2639,6.554773255813954,690.5404400328948,1073,2021-12-09,12,3,343
id_0001,Computers_Electronics_and_Technology,803.14716,128,1930,6.2745871875,690.5404400328948,1074,2021-12-10,12,4,344
id_0001,Computers_Electronics_and_Technology,369.72992,52,869,7.110190769230769,690.5404400328948,1075,2021-12-11,12,5,345
id_0001,Computers_Electronics_and_Technology,503.75433,85,1034,5.926521529411764,690.5404400328948,1076,2021-12-12,12,6,346
id_0001,Computers_Electronics_and_Technology,1058.3597,124,2359,8.535158870967742,690.5404400328948,1077,2021-12-13,12,0,347
id_0001,Computers_Electronics_and_Technology,937.5917,170,2327,5.515245294117647,690.5404400328948,1078,2021-12-14,12,1,348
id_0001,Computers_Electronics_and_Technology,1039.7815,163,2618,6.379027607361963,690.5404400328948,1079,2021-12-15,12,2,349
id_0001,Computers_Electronics_and_Technology,917.9999,143,2361,6.41957972027972,690.5404400328948,1080,2021-12-16,12,3,350
id_0001,Computers_Electronics_and_Technology,695.031,120,1825,5.791925,690.5404400328948,1081,2021-12-17,12,4,351
id_0001,Computers_Electronics_and_Technology,415.89966,65,769,6.398456307692308,690.5404400328948,1082,2021-12-18,12,5,352
id_0001,Computers_Electronics_and_Technology,264.43253,65,881,4.068192769230769,690.5404400328948,1083,2021-12-19,12,6,353
id_0001,Computers_Electronics_and_Technology,1026.9868,137,2286,7.49625401459854,690.5404400328948,1084,2021-12-20,12,0,354
id_0001,Computers_Electronics_and_Technology,1191.5698,164,2484,7.265669512195122,690.5404400328948,1085,2021-12-21,12,1,355
id_0001,Computers_Electronics_and_Technology,1148.4497,169,2371,6.795560355029585,690.5404400328948,1086,2021-12-22,12,2,356
id_0001,Computers_Electronics_and_Technology,663.4686,127,1810,5.22416220472441,690.5404400328948,1087,2021-12-23,12,3,357
id_0001,Computers_Electronics_and_Technology,189.8274,38,612,4.995457894736842,690.5404400328948,1088,2021-12-24,12,4,358
id_0001,Computers_Electronics_and_Technology,265.3878,46,753,5.7693,690.5404400328948,1089,2021-12-25,12,5,359
id_0001,Computers_Electronics_and_Technology,380.2319,67,1021,5.675102985074627,690.5404400328948,1090,2021-12-26,12,6,360
id_0001,Computers_Electronics_and_Technology,1014.8002,123,1704,8.2504081300813,690.5404400328948,1091,2021-12-27,12,0,361
id_0001,Computers_Electronics_and_Technology,508.00552,85,777,5.976535529411764,690.5404400328948,1092,2021-12-28,12,1,362
id_0001,Computers_Electronics_and_Technology,145.80919,12,106,12.150765833333333,690.5404400328948,1093,2021-12-29,12,2,363
id_0001,Computers_Electronics_and_Technology,108.70911,21,104,5.1766242857142855,690.5404400328948,1094,2021-12-30,12,3,364
id_0001,Computers_Electronics_and_Technology,36.785427,12,63,3.06545225,690.5404400328948,1095,2021-12-31,12,4,365
id_0001,Computers_Electronics_and_Technology,43.438953,17,39,2.5552325294117644,909.5244257565788,1096,2022-01-01,1,5,1
id_0001,Computers_Electronics_and_Technology,110.29173,30,140,3.676391,909.5244257565788,1097,2022-01-02,1,6,2
id_0001,Computers_Electronics_and_Technology,1095.1589,127,2067,8.62329842519685,909.5244257565788,1098,2022-01-03,1,0,3
id_0001,Computers_Electronics_and_Technology,1055.5182,168,2661,6.282846428571428,909.5244257565788,1099,2022-01-04,1,1,4
id_0001,Computers_Electronics_and_Technology,1261.9083,224,2882,5.633519196428572,909.5244257565788,1100,2022-01-05,1,2,5
id_0001,Computers_Electronics_and_Technology,993.88354,215,2804,4.622714139534884,909.5244257565788,1101,2022-01-06,1,3,6
id_0001,Computers_Electronics_and_Technology,776.08264,176,3018,4.409560454545455,909.5244257565788,1102,2022-01-07,1,4,7
id_0001,Computers_Electronics_and_Technology,507.5379,91,1505,5.57733956043956,909.5244257565788,1103,2022-01-08,1,5,8
id_0001,Computers_Electronics_and_Technology,768.90216,139,2124,5.531670215827338,909.5244257565788,1104,2022-01-09,1,6,9
id_0001,Computers_Electronics_and_Technology,1437.2432,245,3898,5.866298775510204,909.5244257565788,1105,2022-01-10,1,0,10
id_0001,Computers_Electronics_and_Technology,1407.0125,312,3996,4.5096554487179485,909.5244257565788,1106,2022-01-11,1,1,11
id_0001,Computers_Electronics_and_Technology,1325.905,281,3382,4.7185231316725975,909.5244257565788,1107,2022-01-12,1,2,12
id_0001,Computers_Electronics_and_Technology,1235.4331,281,3194,4.396559074733096,909.5244257565788,1108,2022-01-13,1,3,13
id_0001,Computers_Electronics_and_Technology,1070.8915,236,3025,4.537675847457627,909.5244257565788,1109,2022-01-14,1,4,14
id_0001,Computers_Electronics_and_Technology,413.38882,109,1696,3.792557981651376,909.5244257565788,1110,2022-01-15,1,5,15
id_0001,Computers_Electronics_and_Technology,504.4323,141,2227,3.577534042553192,909.5244257565788,1111,2022-01-16,1,6,16
id_0001,Computers_Electronics_and_Technology,1261.5565,307,3899,4.109304560260586,909.5244257565788,1112,2022-01-17,1,0,17
id_0001,Computers_Electronics_and_Technology,1233.4294,298,3860,4.139024832214765,909.5244257565788,1113,2022-01-18,1,1,18
id_0001,Computers_Electronics_and_Technology,1018.002,280,3763,3.635721428571428,909.5244257565788,1114,2022-01-19,1,2,19
id_0001,Computers_Electronics_and_Technology,1253.4191,274,3296,4.574522262773723,909.5244257565788,1115,2022-01-20,1,3,20
id_0001,Computers_Electronics_and_Technology,730.0132,220,2715,3.3182418181818183,909.5244257565788,1116,2022-01-21,1,4,21
id_0001,Computers_Electronics_and_Technology,295.83704,96,1386,3.0816358333333334,909.5244257565788,1117,2022-01-22,1,5,22
id_0001,Computers_Electronics_and_Technology,411.67828,143,1700,2.878869090909091,909.5244257565788,1118,2022-01-23,1,6,23
id_0001,Computers_Electronics_and_Technology,1403.1917,313,4015,4.4830405750798725,909.5244257565788,1119,2022-01-24,1,0,24
id_0001,Computers_Electronics_and_Technology,1117.7817,287,3914,3.8947097560975608,909.5244257565788,1120,2022-01-25,1,1,25
id_0001,Computers_Electronics_and_Technology,1123.552,290,3637,3.87431724137931,909.5244257565788,1121,2022-01-26,1,2,26
id_0001,Computers_Electronics_and_Technology,1003.50336,299,3309,3.3561985284280937,909.5244257565788,1122,2022-01-27,1,3,27
id_0001,Computers_Electronics_and_Technology,803.0325,233,2779,3.446491416309013,909.5244257565788,1123,2022-01-28,1,4,28
id_0001,Computers_Electronics_and_Technology,362.507,112,1620,3.236669642857143,909.5244257565788,1124,2022-01-29,1,5,29
id_0001,Computers_Electronics_and_Technology,435.18002,139,2007,3.130791510791367,909.5244257565788,1125,2022-01-30,1,6,30
id_0001,Computers_Electronics_and_Technology,1189.83,317,4034,3.7534069400630914,909.5244257565788,1126,2022-01-31,1,0,31
id_0001,Computers_Electronics_and_Technology,1098.9823,261,3347,4.210660153256705,994.1586569078949,1127,2022-02-01,2,1,32
id_0001,Computers_Electronics_and_Technology,1095.7655,237,2966,4.623483122362869,994.1586569078949,1128,2022-02-02,2,2,33
id_0001,Computers_Electronics_and_Technology,1078.7875,222,3190,4.859403153153153,994.1586569078949,1129,2022-02-03,2,3,34
id_0001,Computers_Electronics_and_Technology,671.4426,173,2471,3.881171098265896,994.1586569078949,1130,2022-02-04,2,4,35
id_0001,Computers_Electronics_and_Technology,173.11575,44,738,3.934448863636364,994.1586569078949,1131,2022-02-05,2,5,36
id_0001,Computers_Electronics_and_Technology,347.6856,92,1022,3.7791913043478265,994.1586569078949,1132,2022-02-06,2,6,37
id_0001,Computers_Electronics_and_Technology,1119.1768,195,3214,5.739368205128205,994.1586569078949,1133,2022-02-07,2,0,38
id_0001,Computers_Electronics_and_Technology,1069.1201,214,3076,4.99588831775701,994.1586569078949,1134,2022-02-08,2,1,39
id_0001,Computers_Electronics_and_Technology,1023.7849,237,3020,4.319767510548523,994.1586569078949,1135,2022-02-09,2,2,40
id_0001,Computers_Electronics_and_Technology,995.7611,255,3213,3.90494549019608,994.1586569078949,1136,2022-02-10,2,3,41
id_0001,Computers_Electronics_and_Technology,667.1682,172,2395,3.87888488372093,994.1586569078949,1137,2022-02-11,2,4,42
id_0001,Computers_Electronics_and_Technology,212.71042,78,1113,2.7270566666666665,994.1586569078949,1138,2022-02-12,2,5,43
id_0001,Computers_Electronics_and_Technology,303.8234,105,1344,2.8935561904761906,994.1586569078949,1139,2022-02-13,2,6,44
id_0001,Computers_Electronics_and_Technology,1295.7551,202,2891,6.414629207920792,994.1586569078949,1140,2022-02-14,2,0,45
id_0001,Computers_Electronics_and_Technology,1553.3025,272,3972,5.710670955882353,994.1586569078949,1141,2022-02-15,2,1,46
id_0001,Computers_Electronics_and_Technology,1600.7422,259,3501,6.180471814671814,994.1586569078949,1142,2022-02-16,2,2,47
id_0001,Computers_Electronics_and_Technology,1474.5907,234,3610,6.301669658119658,994.1586569078949,1143,2022-02-17,2,3,48
id_0001,Computers_Electronics_and_Technology,1578.4574,233,3019,6.774495278969957,994.1586569078949,1144,2022-02-18,2,4,49
id_0001,Computers_Electronics_and_Technology,877.1926,106,1297,8.275401886792453,994.1586569078949,1145,2022-02-19,2,5,50
id_0001,Computers_Electronics_and_Technology,788.6174,101,1540,7.80809306930693,994.1586569078949,1146,2022-02-20,2,6,51
id_0001,Computers_Electronics_and_Technology,1920.9677,220,3598,8.731671363636364,994.1586569078949,1147,2022-02-21,2,0,52
id_0001,Computers_Electronics_and_Technology,1594.506,228,3542,6.993447368421053,994.1586569078949,1148,2022-02-22,2,1,53
id_0001,Computers_Electronics_and_Technology,1793.0839,276,3198,6.496680797101449,994.1586569078949,1149,2022-02-23,2,2,54
id_0001,Computers_Electronics_and_Technology,1570.3542,205,2693,7.660264390243903,994.1586569078949,1150,2022-02-24,2,3,55
id_0001,Computers_Electronics_and_Technology,1260.3486,197,2439,6.397708629441625,994.1586569078949,1151,2022-02-25,2,4,56
id_0001,Computers_Electronics_and_Technology,569.471,76,958,7.49303947368421,994.1586569078949,1152,2022-02-26,2,5,57
id_0001,Computers_Electronics_and_Technology,836.8917,88,1332,9.510132954545456,994.1586569078949,1153,2022-02-27,2,6,58
id_0001,Computers_Electronics_and_Technology,1650.818,189,3402,8.734486772486772,994.1586569078949,1154,2022-02-28,2,0,59
id_0001,Computers_Electronics_and_Technology,1427.3124,182,2912,7.842375824175824,1245.930065131579,1155,2022-03-01,3,1,60
id_0001,Computers_Electronics_and_Technology,1422.347,230,3293,6.184117391304348,1245.930065131579,1156,2022-03-02,3,2,61
id_0001,Computers_Electronics_and_Technology,1520.8506,214,2954,7.1067785046728975,1245.930065131579,1157,2022-03-03,3,3,62
id_0001,Computers_Electronics_and_Technology,1159.4521,176,2482,6.5877960227272725,1245.930065131579,1158,2022-03-04,3,4,63
id_0001,Computers_Electronics_and_Technology,367.95175,50,850,7.359035,1245.930065131579,1159,2022-03-05,3,5,64
id_0001,Computers_Electronics_and_Technology,663.9225,79,1173,8.404082278481013,1245.930065131579,1160,2022-03-06,3,6,65
id_0001,Computers_Electronics_and_Technology,1427.5254,174,3366,8.20416896551724,1245.930065131579,1161,2022-03-07,3,0,66
id_0001,Computers_Electronics_and_Technology,1430.2152,173,2681,8.267139884393064,1245.930065131579,1162,2022-03-08,3,1,67
id_0001,Computers_Electronics_and_Technology,1183.0073,167,2858,7.083876047904192,1245.930065131579,1163,2022-03-09,3,2,68
id_0001,Computers_Electronics_and_Technology,1231.4495,177,2353,6.9573418079096045,1245.930065131579,1164,2022-03-10,3,3,69
id_0001,Computers_Electronics_and_Technology,1123.6953,137,2131,8.202155474452555,1245.930065131579,1165,2022-03-11,3,4,70
id_0001,Computers_Electronics_and_Technology,297.02505,53,682,5.604246226415095,1245.930065131579,1166,2022-03-12,3,5,71
id_0001,Computers_Electronics_and_Technology,407.98935,50,761,8.159787,1245.930065131579,1167,2022-03-13,3,6,72
id_0001,Computers_Electronics_and_Technology,2032.0878,146,2577,13.918409589041095,1245.930065131579,1168,2022-03-14,3,0,73
id_0001,Computers_Electronics_and_Technology,1521.356,569,3633,2.6737363796133566,1245.930065131579,1169,2022-03-15,3,1,74
id_0001,Computers_Electronics_and_Technology,1522.0382,505,3587,3.01393702970297,1245.930065131579,1170,2022-03-16,3,2,75
id_0001,Computers_Electronics_and_Technology,1799.5693,257,2487,7.002215175097277,1245.930065131579,1171,2022-03-17,3,3,76
id_0001,Computers_Electronics_and_Technology,1600.9335,188,1784,8.515603723404256,1245.930065131579,1172,2022-03-18,3,4,77
id_0001,Computers_Electronics_and_Technology,554.22253,110,878,5.0383866363636365,1245.930065131579,1173,2022-03-19,3,5,78
id_0001,Computers_Electronics_and_Technology,844.5922,114,1122,7.40870350877193,1245.930065131579,1174,2022-03-20,3,6,79
id_0001,Computers_Electronics_and_Technology,2986.883,222,3017,13.454427927927927,1245.930065131579,1175,2022-03-21,3,0,80
id_0001,Computers_Electronics_and_Technology,2244.093,228,2945,9.842513157894736,1245.930065131579,1176,2022-03-22,3,1,81
id_0001,Computers_Electronics_and_Technology,1640.9086,192,2418,8.546398958333333,1245.930065131579,1177,2022-03-23,3,2,82
id_0001,Computers_Electronics_and_Technology,1182.5967,149,1764,7.936890604026846,1245.930065131579,1178,2022-03-24,3,3,83
id_0001,Computers_Electronics_and_Technology,794.95337,130,1522,6.115025923076923,1245.930065131579,1179,2022-03-25,3,4,84
id_0001,Computers_Electronics_and_Technology,253.74237,49,603,5.178415714285714,1245.930065131579,1180,2022-03-26,3,5,85
id_0001,Computers_Electronics_and_Technology,642.75836,71,797,9.052934647887325,1245.930065131579,1181,2022-03-27,3,6,86
id_0001,Computers_Electronics_and_Technology,1384.7526,177,2005,7.823461016949152,1245.930065131579,1182,2022-03-28,3,0,87
id_0001,Computers_Electronics_and_Technology,1039.6105,167,2216,6.2252125748503,1245.930065131579,1183,2022-03-29,3,1,88
id_0001,Computers_Electronics_and_Technology,1226.9441,163,1788,7.527264417177913,1245.930065131579,1184,2022-03-30,3,2,89
id_0001,Computers_Electronics_and_Technology,941.4884,145,1315,6.493023448275862,1245.930065131579,1185,2022-03-31,3,3,90
id_0001,Computers_Electronics_and_Technology,653.7475,114,1268,5.734627192982456,674.0647601973684,1186,2022-04-01,4,4,91
id_0001,Computers_Electronics_and_Technology,374.6089,58,508,6.458774137931035,674.0647601973684,1187,2022-04-02,4,5,92
id_0001,Computers_Electronics_and_Technology,291.5024,49,488,5.949028571428572,674.0647601973684,1188,2022-04-03,4,6,93
id_0001,Computers_Electronics_and_Technology,908.4489,117,1447,7.764520512820512,674.0647601973684,1189,2022-04-04,4,0,94
id_0001,Computers_Electronics_and_Technology,1017.9274,160,1688,6.362046250000001,674.0647601973684,1190,2022-04-05,4,1,95
id_0001,Computers_Electronics_and_Technology,954.39984,162,1695,5.891357037037038,674.0647601973684,1191,2022-04-06,4,2,96
id_0001,Computers_Electronics_and_Technology,1013.95294,181,1796,5.601949944751381,674.0647601973684,1192,2022-04-07,4,3,97
id_0001,Computers_Electronics_and_Technology,728.4246,118,882,6.173089830508475,674.0647601973684,1193,2022-04-08,4,4,98
id_0001,Computers_Electronics_and_Technology,264.02167,54,495,4.889290185185184,674.0647601973684,1194,2022-04-09,4,5,99
id_0001,Computers_Electronics_and_Technology,295.6486,47,669,6.2903957446808505,674.0647601973684,1195,2022-04-10,4,6,100
id_0001,Computers_Electronics_and_Technology,1179.7172,138,1635,8.548675362318841,674.0647601973684,1196,2022-04-11,4,0,101
id_0001,Computers_Electronics_and_Technology,1140.3221,139,1491,8.203756115107915,674.0647601973684,1197,2022-04-12,4,1,102
id_0001,Computers_Electronics_and_Technology,1165.681,147,1309,7.929802721088436,674.0647601973684,1198,2022-04-13,4,2,103
id_0001,Computers_Electronics_and_Technology,754.27734,96,1031,7.857055625,674.0647601973684,1199,2022-04-14,4,3,104
id_0001,Computers_Electronics_and_Technology,378.27316,51,551,7.417120784313726,674.0647601973684,1200,2022-04-15,4,4,105
id_0001,Computers_Electronics_and_Technology,146.6862,29,412,5.058144827586207,674.0647601973684,1201,2022-04-16,4,5,106
id_0001,Computers_Electronics_and_Technology,547.862,35,388,15.653199999999998,674.0647601973684,1202,2022-04-17,4,6,107
id_0001,Computers_Electronics_and_Technology,392.16998,25,535,15.6867992,674.0647601973684,1203,2022-04-18,4,0,108
id_0001,Computers_Electronics_and_Technology,1413.0685,148,1691,9.547760135135135,674.0647601973684,1204,2022-04-19,4,1,109
id_0001,Computers_Electronics_and_Technology,1316.5708,118,1612,11.157379661016948,674.0647601973684,1205,2022-04-20,4,2,110
id_0001,Computers_Electronics_and_Technology,1390.9574,147,1544,9.46229523809524,674.0647601973684,1206,2022-04-21,4,3,111
id_0001,Computers_Electronics_and_Technology,1054.2734,115,1329,9.167594782608695,674.0647601973684,1207,2022-04-22,4,4,112
id_0001,Computers_Electronics_and_Technology,457.95758,47,579,9.74377829787234,674.0647601973684,1208,2022-04-23,4,5,113
id_0001,Computers_Electronics_and_Technology,620.5959,78,854,7.956357692307693,674.0647601973684,1209,2022-04-24,4,6,114
id_0001,Computers_Electronics_and_Technology,2030.4734,162,2016,12.533786419753088,674.0647601973684,1210,2022-04-25,4,0,115
id_0002,Finance,2640.778,1548,14886,1.7059289405684752,2510.0598486842114,0,2019-01-01,1,1,1
id_0002,Finance,2842.7876,1247,19311,2.2797013632718524,2510.0598486842114,1,2019-01-02,1,2,2
id_0002,Finance,3126.6487,1962,23702,1.5936028032619776,2510.0598486842114,2,2019-01-03,1,3,3
id_0002,Finance,3301.9,1253,21483,2.635195530726257,2510.0598486842114,3,2019-01-04,1,4,4
id_0002,Finance,3047.3445,1051,19756,2.8994714557564225,2510.0598486842114,4,2019-01-05,1,5,5
id_0002,Finance,3602.1206,1708,21770,2.108969906323185,2510.0598486842114,5,2019-01-06,1,6,6
id_0002,Finance,3817.0623,1163,24904,3.282082803095443,2510.0598486842114,6,2019-01-07,1,0,7
id_0002,Finance,4258.907,1828,26636,2.329817833698031,2510.0598486842114,7,2019-01-08,1,1,8
id_0002,Finance,3736.1614,1276,24581,2.928026175548589,2510.0598486842114,8,2019-01-09,1,2,9
id_0002,Finance,3218.6821,1422,23442,2.263489521800281,2510.0598486842114,9,2019-01-10,1,3,10
id_0002,Finance,2981.0872,925,19644,3.222796972972973,2510.0598486842114,10,2019-01-11,1,4,11
